cfg,run,step,processed,true_distinct,estimate
many_duplicates,19,14,150000,19288,19268.1
many_duplicates,19,15,160000,19292,19271
many_duplicates,19,16,170000,19296,19279.7
many_duplicates,19,17,180000,19299,19281.6
many_duplicates,19,18,190000,19299,19281.6
many_duplicates,19,19,200000,19299,19281.6
heavy_duplicates,0,0,10000,4215,4250.66
heavy_duplicates,0,1,20000,4783,4770.67
heavy_duplicates,0,2,30000,4865,4848.32
heavy_duplicates,0,3,40000,4873,4861.41
heavy_duplicates,0,4,50000,4874,4864.69
heavy_duplicates,0,5,60000,4874,4864.69
heavy_duplicates,0,6,70000,4874,4864.69
heavy_duplicates,0,7,80000,4874,4864.69
heavy_duplicates,0,8,90000,4874,4864.69
heavy_duplicates,0,9,100000,4874,4864.69
heavy_duplicates,0,10,110000,4874,4864.69
heavy_duplicates,0,11,120000,4874,4864.69
heavy_duplicates,0,12,130000,4874,4864.69
heavy_duplicates,0,13,140000,4874,4864.69
heavy_duplicates,0,14,150000,4874,4864.69
heavy_duplicates,0,15,160000,4874,4864.69
heavy_duplicates,0,16,170000,4874,4864.69
heavy_duplicates,0,17,180000,4874,4864.69
heavy_duplicates,0,18,190000,4874,4864.69
heavy_duplicates,0,19,200000,4874,4864.69
heavy_duplicates,1,0,10000,4232,4233.75
heavy_duplicates,1,1,20000,4811,4871.25
heavy_duplicates,1,2,30000,4885,4927.47
heavy_duplicates,1,3,40000,4894,4937.48
heavy_duplicates,1,4,50000,4898,4937.48
heavy_duplicates,1,5,60000,4898,4937.48
heavy_duplicates,1,6,70000,4898,4937.48
heavy_duplicates,1,7,80000,4898,4937.48
heavy_duplicates,1,8,90000,4898,4937.48
heavy_duplicates,1,9,100000,4898,4937.48
heavy_duplicates,1,10,110000,4898,4937.48
heavy_duplicates,1,11,120000,4898,4937.48
heavy_duplicates,1,12,130000,4898,4937.48
heavy_duplicates,1,13,140000,4898,4937.48
heavy_duplicates,1,14,150000,4898,4937.48
heavy_duplicates,1,15,160000,4898,4937.48
heavy_duplicates,1,16,170000,4898,4937.48
heavy_duplicates,1,17,180000,4898,4937.48
heavy_duplicates,1,18,190000,4898,4937.48
heavy_duplicates,1,19,200000,4898,4937.48
heavy_duplicates,2,0,10000,4251,4373.88
heavy_duplicates,2,1,20000,4813,4904.23
heavy_duplicates,2,2,30000,4891,4971
heavy_duplicates,2,3,40000,4901,4987.86
heavy_duplicates,2,4,50000,4902,4987.86
heavy_duplicates,2,5,60000,4902,4987.86
heavy_duplicates,2,6,70000,4902,4987.86
heavy_duplicates,2,7,80000,4902,4987.86
heavy_duplicates,2,8,90000,4902,4987.86
heavy_duplicates,2,9,100000,4902,4987.86
heavy_duplicates,2,10,110000,4902,4987.86
heavy_duplicates,2,11,120000,4902,4987.86
heavy_duplicates,2,12,130000,4902,4987.86
heavy_duplicates,2,13,140000,4902,4987.86
heavy_duplicates,2,14,150000,4902,4987.86
heavy_duplicates,2,15,160000,4902,4987.86
heavy_duplicates,2,16,170000,4902,4987.86
heavy_duplicates,2,17,180000,4902,4987.86
heavy_duplicates,2,18,190000,4902,4987.86
heavy_duplicates,2,19,200000,4902,4987.86
heavy_duplicates,3,0,10000,4225,4301.79
heavy_duplicates,3,1,20000,4795,4944.16
heavy_duplicates,3,2,30000,4883,5021.79
heavy_duplicates,3,3,40000,4893,5038.87
heavy_duplicates,3,4,50000,4895,5042.29
heavy_duplicates,3,5,60000,4895,5042.29
heavy_duplicates,3,6,70000,4895,5042.29
heavy_duplicates,3,7,80000,4895,5042.29
heavy_duplicates,3,8,90000,4895,5042.29
heavy_duplicates,3,9,100000,4895,5042.29
heavy_duplicates,3,10,110000,4895,5042.29
heavy_duplicates,3,11,120000,4895,5042.29
heavy_duplicates,3,12,130000,4895,5042.29
heavy_duplicates,3,13,140000,4895,5042.29
heavy_duplicates,3,14,150000,4895,5042.29
heavy_duplicates,3,15,160000,4895,5042.29
heavy_duplicates,3,16,170000,4895,5042.29
heavy_duplicates,3,17,180000,4895,5042.29
heavy_duplicates,3,18,190000,4895,5042.29
heavy_duplicates,3,19,200000,4895,5042.29
heavy_duplicates,4,0,10000,4232,4205.74
heavy_duplicates,4,1,20000,4810,4796.39
heavy_duplicates,4,2,30000,4876,4874.54
heavy_duplicates,4,3,40000,4885,4887.71
heavy_duplicates,4,4,50000,4886,4891.01
heavy_duplicates,4,5,60000,4887,4891.01
heavy_duplicates,4,6,70000,4887,4891.01
heavy_duplicates,4,7,80000,4887,4891.01
heavy_duplicates,4,8,90000,4887,4891.01
heavy_duplicates,4,9,100000,4887,4891.01
heavy_duplicates,4,10,110000,4887,4891.01
heavy_duplicates,4,11,120000,4887,4891.01
heavy_duplicates,4,12,130000,4887,4891.01
heavy_duplicates,4,13,140000,4887,4891.01
heavy_duplicates,4,14,150000,4887,4891.01
heavy_duplicates,4,15,160000,4887,4891.01
heavy_duplicates,4,16,170000,4887,4891.01
heavy_duplicates,4,17,180000,4887,4891.01
heavy_duplicates,4,18,190000,4887,4891.01
heavy_duplicates,4,19,200000,4887,4891.01
heavy_duplicates,5,0,10000,4201,4197.37
heavy_duplicates,5,1,20000,4780,4796.39
heavy_duplicates,5,2,30000,4855,4874.54
heavy_duplicates,5,3,40000,4873,4904.23
heavy_duplicates,5,4,50000,4875,4904.23
heavy_duplicates,5,5,60000,4877,4904.23
heavy_duplicates,5,6,70000,4877,4904.23
heavy_duplicates,5,7,80000,4878,4904.23
heavy_duplicates,5,8,90000,4878,4904.23
heavy_duplicates,5,9,100000,4878,4904.23
heavy_duplicates,5,10,110000,4878,4904.23
heavy_duplicates,5,11,120000,4878,4904.23
heavy_duplicates,5,12,130000,4878,4904.23
heavy_duplicates,5,13,140000,4878,4904.23
heavy_duplicates,5,14,150000,4878,4904.23
heavy_duplicates,5,15,160000,4878,4904.23
heavy_duplicates,5,16,170000,4878,4904.23
heavy_duplicates,5,17,180000,4878,4904.23
heavy_duplicates,5,18,190000,4878,4904.23
heavy_duplicates,5,19,200000,4878,4904.23
heavy_duplicates,6,0,10000,4248,4219.72
heavy_duplicates,6,1,20000,4807,4780.3
heavy_duplicates,6,2,30000,4881,4851.59
heavy_duplicates,6,3,40000,4896,4871.25
heavy_duplicates,6,4,50000,4896,4871.25
heavy_duplicates,6,5,60000,4896,4871.25
heavy_duplicates,6,6,70000,4896,4871.25
heavy_duplicates,6,7,80000,4896,4871.25
heavy_duplicates,6,8,90000,4896,4871.25
heavy_duplicates,6,9,100000,4896,4871.25
heavy_duplicates,6,10,110000,4896,4871.25
heavy_duplicates,6,11,120000,4896,4871.25
heavy_duplicates,6,12,130000,4896,4871.25
heavy_duplicates,6,13,140000,4896,4871.25
heavy_duplicates,6,14,150000,4896,4871.25
heavy_duplicates,6,15,160000,4896,4871.25
heavy_duplicates,6,16,170000,4896,4871.25
heavy_duplicates,6,17,180000,4896,4871.25
heavy_duplicates,6,18,190000,4896,4871.25
heavy_duplicates,6,19,200000,4896,4871.25
heavy_duplicates,7,0,10000,4204,4177.91
heavy_duplicates,7,1,20000,4804,4764.27
heavy_duplicates,7,2,30000,4882,4832.02
heavy_duplicates,7,3,40000,4891,4845.06
heavy_duplicates,7,4,50000,4892,4845.06
heavy_duplicates,7,5,60000,4892,4845.06
heavy_duplicates,7,6,70000,4892,4845.06
heavy_duplicates,7,7,80000,4892,4845.06
heavy_duplicates,7,8,90000,4892,4845.06
heavy_duplicates,7,9,100000,4892,4845.06
heavy_duplicates,7,10,110000,4892,4845.06
heavy_duplicates,7,11,120000,4892,4845.06
heavy_duplicates,7,12,130000,4892,4845.06
heavy_duplicates,7,13,140000,4892,4845.06
heavy_duplicates,7,14,150000,4892,4845.06
heavy_duplicates,7,15,160000,4892,4845.06
heavy_duplicates,7,16,170000,4892,4845.06
heavy_duplicates,7,17,180000,4892,4845.06
heavy_duplicates,7,18,190000,4892,4845.06
heavy_duplicates,7,19,200000,4892,4845.06
heavy_duplicates,8,0,10000,4210,4225.33
heavy_duplicates,8,1,20000,4814,4802.85
heavy_duplicates,8,2,30000,4895,4858.13
heavy_duplicates,8,3,40000,4902,4861.41
heavy_duplicates,8,4,50000,4902,4861.41
heavy_duplicates,8,5,60000,4902,4861.41
heavy_duplicates,8,6,70000,4902,4861.41
heavy_duplicates,8,7,80000,4902,4861.41
heavy_duplicates,8,8,90000,4902,4861.41
heavy_duplicates,8,9,100000,4902,4861.41
heavy_duplicates,8,10,110000,4902,4861.41
heavy_duplicates,8,11,120000,4902,4861.41
heavy_duplicates,8,12,130000,4902,4861.41
heavy_duplicates,8,13,140000,4902,4861.41
heavy_duplicates,8,14,150000,4902,4861.41
heavy_duplicates,8,15,160000,4902,4861.41
heavy_duplicates,8,16,170000,4902,4861.41
heavy_duplicates,8,17,180000,4902,4861.41
heavy_duplicates,8,18,190000,4902,4861.41
heavy_duplicates,8,19,200000,4902,4861.41
heavy_duplicates,9,0,10000,4207,4270.46
heavy_duplicates,9,1,20000,4794,4802.85
heavy_duplicates,9,2,30000,4888,4937.48
heavy_duplicates,9,3,40000,4897,4944.16
heavy_duplicates,9,4,50000,4898,4944.16
heavy_duplicates,9,5,60000,4898,4944.16
heavy_duplicates,9,6,70000,4898,4944.16
heavy_duplicates,9,7,80000,4898,4944.16
heavy_duplicates,9,8,90000,4898,4944.16
heavy_duplicates,9,9,100000,4898,4944.16
heavy_duplicates,9,10,110000,4898,4944.16
heavy_duplicates,9,11,120000,4898,4944.16
heavy_duplicates,9,12,130000,4898,4944.16
heavy_duplicates,9,13,140000,4898,4944.16
heavy_duplicates,9,14,150000,4898,4944.16
heavy_duplicates,9,15,160000,4898,4944.16
heavy_duplicates,9,16,170000,4898,4944.16
heavy_duplicates,9,17,180000,4898,4944.16
heavy_duplicates,9,18,190000,4898,4944.16
heavy_duplicates,9,19,200000,4898,4944.16
heavy_duplicates,10,0,10000,4284,4233.75
heavy_duplicates,10,1,20000,4809,4767.47
heavy_duplicates,10,2,30000,4877,4838.53
heavy_duplicates,10,3,40000,4887,4848.32
heavy_duplicates,10,4,50000,4888,4848.32
heavy_duplicates,10,5,60000,4888,4848.32
heavy_duplicates,10,6,70000,4888,4848.32
heavy_duplicates,10,7,80000,4888,4848.32
heavy_duplicates,10,8,90000,4888,4848.32
heavy_duplicates,10,9,100000,4888,4848.32
heavy_duplicates,10,10,110000,4888,4848.32
heavy_duplicates,10,11,120000,4888,4848.32
heavy_duplicates,10,12,130000,4888,4848.32
heavy_duplicates,10,13,140000,4888,4848.32
heavy_duplicates,10,14,150000,4888,4848.32
heavy_duplicates,10,15,160000,4888,4848.32
heavy_duplicates,10,16,170000,4888,4848.32
heavy_duplicates,10,17,180000,4888,4848.32
heavy_duplicates,10,18,190000,4888,4848.32
heavy_duplicates,10,19,200000,4888,4848.32
heavy_duplicates,11,0,10000,4261,4202.95
heavy_duplicates,11,1,20000,4818,4773.88
heavy_duplicates,11,2,30000,4887,4835.28
heavy_duplicates,11,3,40000,4895,4841.79
heavy_duplicates,11,4,50000,4898,4848.32
heavy_duplicates,11,5,60000,4899,4848.32
heavy_duplicates,11,6,70000,4899,4848.32
heavy_duplicates,11,7,80000,4899,4848.32
heavy_duplicates,11,8,90000,4899,4848.32
heavy_duplicates,11,9,100000,4899,4848.32
heavy_duplicates,11,10,110000,4899,4848.32
heavy_duplicates,11,11,120000,4899,4848.32
heavy_duplicates,11,12,130000,4899,4848.32
heavy_duplicates,11,13,140000,4899,4848.32
heavy_duplicates,11,14,150000,4899,4848.32
heavy_duplicates,11,15,160000,4899,4848.32
heavy_duplicates,11,16,170000,4899,4848.32
heavy_duplicates,11,17,180000,4899,4848.32
heavy_duplicates,11,18,190000,4899,4848.32
heavy_duplicates,11,19,200000,4899,4848.32
heavy_duplicates,12,0,10000,4265,4281.83
heavy_duplicates,12,1,20000,4817,4867.97
heavy_duplicates,12,2,30000,4885,4940.82
heavy_duplicates,12,3,40000,4892,4947.5
heavy_duplicates,12,4,50000,4894,4950.85
heavy_duplicates,12,5,60000,4894,4950.85
heavy_duplicates,12,6,70000,4894,4950.85
heavy_duplicates,12,7,80000,4894,4950.85
heavy_duplicates,12,8,90000,4894,4950.85
heavy_duplicates,12,9,100000,4894,4950.85
heavy_duplicates,12,10,110000,4894,4950.85
heavy_duplicates,12,11,120000,4894,4950.85
heavy_duplicates,12,12,130000,4894,4950.85
heavy_duplicates,12,13,140000,4894,4950.85
heavy_duplicates,12,14,150000,4894,4950.85
heavy_duplicates,12,15,160000,4894,4950.85
heavy_duplicates,12,16,170000,4894,4950.85
heavy_duplicates,12,17,180000,4894,4950.85
heavy_duplicates,12,18,190000,4894,4950.85
heavy_duplicates,12,19,200000,4894,4950.85
heavy_duplicates,13,0,10000,4221,4261.96
heavy_duplicates,13,1,20000,4799,4809.31
heavy_duplicates,13,2,30000,4873,4881.12
heavy_duplicates,13,3,40000,4881,4884.41
heavy_duplicates,13,4,50000,4883,4884.41
heavy_duplicates,13,5,60000,4883,4884.41
heavy_duplicates,13,6,70000,4884,4887.71
heavy_duplicates,13,7,80000,4884,4887.71
heavy_duplicates,13,8,90000,4884,4887.71
heavy_duplicates,13,9,100000,4884,4887.71
heavy_duplicates,13,10,110000,4884,4887.71
heavy_duplicates,13,11,120000,4884,4887.71
heavy_duplicates,13,12,130000,4884,4887.71
heavy_duplicates,13,13,140000,4884,4887.71
heavy_duplicates,13,14,150000,4884,4887.71
heavy_duplicates,13,15,160000,4884,4887.71
heavy_duplicates,13,16,170000,4884,4887.71
heavy_duplicates,13,17,180000,4884,4887.71
heavy_duplicates,13,18,190000,4884,4887.71
heavy_duplicates,13,19,200000,4884,4887.71
heavy_duplicates,14,0,10000,4241,4293.22
heavy_duplicates,14,1,20000,4811,4881.12
heavy_duplicates,14,2,30000,4880,4920.82
heavy_duplicates,14,3,40000,4891,4934.14
heavy_duplicates,14,4,50000,4891,4934.14
heavy_duplicates,14,5,60000,4891,4934.14
heavy_duplicates,14,6,70000,4891,4934.14
heavy_duplicates,14,7,80000,4891,4934.14
heavy_duplicates,14,8,90000,4891,4934.14
heavy_duplicates,14,9,100000,4891,4934.14
heavy_duplicates,14,10,110000,4891,4934.14
heavy_duplicates,14,11,120000,4891,4934.14
heavy_duplicates,14,12,130000,4891,4934.14
heavy_duplicates,14,13,140000,4891,4934.14
heavy_duplicates,14,14,150000,4891,4934.14
heavy_duplicates,14,15,160000,4891,4934.14
heavy_duplicates,14,16,170000,4891,4934.14
heavy_duplicates,14,17,180000,4891,4934.14
heavy_duplicates,14,18,190000,4891,4934.14
heavy_duplicates,14,19,200000,4891,4934.14
heavy_duplicates,15,0,10000,4259,4242.2
heavy_duplicates,15,1,20000,4818,4822.27
heavy_duplicates,15,2,30000,4897,4884.41
heavy_duplicates,15,3,40000,4906,4894.31
heavy_duplicates,15,4,50000,4907,4894.31
heavy_duplicates,15,5,60000,4907,4894.31
heavy_duplicates,15,6,70000,4907,4894.31
heavy_duplicates,15,7,80000,4907,4894.31
heavy_duplicates,15,8,90000,4907,4894.31
heavy_duplicates,15,9,100000,4907,4894.31
heavy_duplicates,15,10,110000,4907,4894.31
heavy_duplicates,15,11,120000,4907,4894.31
heavy_duplicates,15,12,130000,4907,4894.31
heavy_duplicates,15,13,140000,4907,4894.31
heavy_duplicates,15,14,150000,4907,4894.31
heavy_duplicates,15,15,160000,4907,4894.31
heavy_duplicates,15,16,170000,4907,4894.31
heavy_duplicates,15,17,180000,4907,4894.31
heavy_duplicates,15,18,190000,4907,4894.31
heavy_duplicates,15,19,200000,4907,4894.31
heavy_duplicates,16,0,10000,4241,4242.2
heavy_duplicates,16,1,20000,4779,4754.68
heavy_duplicates,16,2,30000,4851,4838.53
heavy_duplicates,16,3,40000,4868,4851.59
heavy_duplicates,16,4,50000,4869,4851.59
heavy_duplicates,16,5,60000,4869,4851.59
heavy_duplicates,16,6,70000,4869,4851.59
heavy_duplicates,16,7,80000,4869,4851.59
heavy_duplicates,16,8,90000,4869,4851.59
heavy_duplicates,16,9,100000,4869,4851.59
heavy_duplicates,16,10,110000,4869,4851.59
heavy_duplicates,16,11,120000,4869,4851.59
heavy_duplicates,16,12,130000,4869,4851.59
heavy_duplicates,16,13,140000,4869,4851.59
heavy_duplicates,16,14,150000,4869,4851.59
heavy_duplicates,16,15,160000,4869,4851.59
heavy_duplicates,16,16,170000,4869,4851.59
heavy_duplicates,16,17,180000,4869,4851.59
heavy_duplicates,16,18,190000,4869,4851.59
heavy_duplicates,16,19,200000,4869,4851.59
heavy_duplicates,17,0,10000,4216,4230.94
heavy_duplicates,17,1,20000,4781,4819.03
heavy_duplicates,17,2,30000,4858,4887.71
heavy_duplicates,17,3,40000,4871,4900.92
heavy_duplicates,17,4,50000,4873,4900.92
heavy_duplicates,17,5,60000,4873,4900.92
heavy_duplicates,17,6,70000,4873,4900.92
heavy_duplicates,17,7,80000,4873,4900.92
heavy_duplicates,17,8,90000,4873,4900.92
heavy_duplicates,17,9,100000,4873,4900.92
heavy_duplicates,17,10,110000,4873,4900.92
heavy_duplicates,17,11,120000,4873,4900.92
heavy_duplicates,17,12,130000,4873,4900.92
heavy_duplicates,17,13,140000,4873,4900.92
heavy_duplicates,17,14,150000,4873,4900.92
heavy_duplicates,17,15,160000,4873,4900.92
heavy_duplicates,17,16,170000,4873,4900.92
heavy_duplicates,17,17,180000,4873,4900.92
heavy_duplicates,17,18,190000,4873,4900.92
heavy_duplicates,17,19,200000,4873,4900.92
heavy_duplicates,18,0,10000,4245,4245.01
heavy_duplicates,18,1,20000,4786,4806.08
heavy_duplicates,18,2,30000,4869,4887.71
heavy_duplicates,18,3,40000,4881,4900.92
heavy_duplicates,18,4,50000,4883,4900.92
heavy_duplicates,18,5,60000,4883,4900.92
heavy_duplicates,18,6,70000,4883,4900.92
heavy_duplicates,18,7,80000,4883,4900.92
heavy_duplicates,18,8,90000,4883,4900.92
heavy_duplicates,18,9,100000,4883,4900.92
heavy_duplicates,18,10,110000,4883,4900.92
heavy_duplicates,18,11,120000,4883,4900.92
heavy_duplicates,18,12,130000,4883,4900.92
heavy_duplicates,18,13,140000,4883,4900.92
heavy_duplicates,18,14,150000,4883,4900.92
heavy_duplicates,18,15,160000,4883,4900.92
heavy_duplicates,18,16,170000,4883,4900.92
heavy_duplicates,18,17,180000,4883,4900.92
heavy_duplicates,18,18,190000,4883,4900.92
heavy_duplicates,18,19,200000,4883,4900.92
heavy_duplicates,19,0,10000,4252,4281.83
heavy_duplicates,19,1,20000,4817,4806.08
heavy_duplicates,19,2,30000,4901,4881.12
heavy_duplicates,19,3,40000,4915,4900.92
heavy_duplicates,19,4,50000,4916,4900.92
heavy_duplicates,19,5,60000,4917,4900.92
heavy_duplicates,19,6,70000,4917,4900.92
heavy_duplicates,19,7,80000,4917,4900.92
heavy_duplicates,19,8,90000,4917,4900.92
heavy_duplicates,19,9,100000,4917,4900.92
heavy_duplicates,19,10,110000,4917,4900.92
heavy_duplicates,19,11,120000,4917,4900.92
heavy_duplicates,19,12,130000,4917,4900.92
heavy_duplicates,19,13,140000,4917,4900.92
heavy_duplicates,19,14,150000,4917,4900.92
heavy_duplicates,19,15,160000,4917,4900.92
heavy_duplicates,19,16,170000,4917,4900.92
heavy_duplicates,19,17,180000,4917,4900.92
heavy_duplicates,19,18,190000,4917,4900.92
heavy_duplicates,19,19,200000,4917,4900.92
